Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng,# Times In,Total Time In Area
KLNGTP Americas,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,256772,Live,Liberia,31503,"LNG VLGC, 100'-200'cbm",66875,Double Hull,5LPZ6,105010,2074,273.50,259.00,47.20,47.20,11.37,15.13,Mitsubishi Heavy Industries Limited,Monrovia,-,Nissen Kaiun Company Limited (Nissen Kaiun KK),Japan,Nissen Kaiun Company Limited (Nissen Kaiun KK),Japan,Southern Route Maritime S.A.,Panama,-,-,-,-,9045132,636023904,26.50,1994,-,-,-,-,Mitsubishi Heavy Industries Limited,17376,23301,MS24-2,NorthStandard,-,Bureau Veritas,-,2019-09-24T00:00:00,-,2019-10-06T00:00:00,-,2030-08-22T00:00:00,2030-08-22T00:00:00,Synergy Maritime Private Limited,India,Synergy Maritime Private Limited,India,-,-,A,11 Apr 2026 13:00:28 GMT,-,Nissen Kaiun Company Limited (Nissen Kaiun KK),Japan,"33° 57' 17"" N","129° 7' 57"" E",5,"3 days, 11 hours"
Mubaraz,Liquefied Natural Gas Carrier,Turku,STX Finland OY - SEE NOW AS Arctech Helsinki Shipyard Incorporated,266365,Live,Liberia,35010,"LNG VLGC, 100'-200'cbm",72950,Double Hull,ELSN2,116703,1330,290.14,275.00,48.10,48.10,12.30,10.20,Mitsubishi Heavy Industries Limited,Monrovia,-,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,Mubaraz Limited,Liberia,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,-,-,9074626,636010373,22.50,1996,-,Kvaerner A/S,Unknown,Unknown,Mitsubishi Heavy Industries Limited,30007,40240,MS40-2,NorthStandard,Lloyds Register,-,-,2024-03-15T00:00:00,-,2024-03-17T00:00:00,-,2028-12-19T00:00:00,2028-12-19T00:00:00,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,CN TSN>AE KLF,Khor al Fakkan,A,03 Jun 2026 09:44:17 GMT,04 Jun 2026 03:00:00 GMT,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,"23° 21' 30"" N","60° 3' 16"" E",1,"1 day, 3 hours"
Puteri Zamrud,Liquefied Natural Gas Carrier,St. Nazaire,Chantiers de l'Atlantique,270344,Live,Malaysia,25861,"LNG VLGC, 100'-200'cbm",73519,Double Hull,9MCD3,86205,H30,274.30,260.56,43.30,43.30,12.00,9.50,Kawasaki Heavy Industries Limited (Tokyo),Port Klang,-,MISC Berhad,Malaysia,MISC Berhad,Malaysia,Puteri Zamrud (L) Private Limited,Malaysia,-,-,-,-,9030838,533130000,21.50,1996,-,Unknown Scrubber Manufacturer,Unknown,Unknown,Kawasaki Shipbuilding Corporation,27088,36326,UA-360,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,2024-05-27T00:00:00,-,2021-11-16T00:00:00,-,2026-10-07T00:00:00,2026-10-07T00:00:00,MISC Shipmanagement (L) Private Limited,Malaysia,MISC Shipmanagement (L) Private Limited,Malaysia,"BTU,MY",-,A,03 Jun 2026 12:11:54 GMT,06 Jun 2026 00:00:00 GMT,MISC Berhad,Malaysia,"3° 24' 39"" N","112° 56' 45"" E",12,"4 days, 23 hours"
Aman Sendai,Liquefied Natural Gas Carrier,Tsu,NKK Shipbuilding (Nippon Kokan K.K),270382,Live,Malaysia,4901,"LNG, -100'cbm",10957,Double Hull,9MCN8,16336,150,130.00,124.00,25.70,25.70,7.12,5.98,Mitsubishi Heavy Industries Limited,Port Klang,-,MISC Berhad,Malaysia,MISC Berhad,Malaysia,Asia LNG Transport Sendirian Berhad,Malaysia,Petronas Tankers Sendirian Berhad,Malaysia,-,-,9134323,533209000,13.10,1997,-,-,-,-,Mitsubishi Heavy Industries Limited,5516,7500,MS8-2,"Britannia Steam Ship Insurance Association Ltd., The",Nippon Kaiji Kyokai,-,-,2019-11-02T00:00:00,-,2017-10-08T00:00:00,-,2027-05-17T00:00:00,2027-05-17T00:00:00,MISC Shipmanagement (L) Private Limited,Malaysia,MISC Shipmanagement (L) Private Limited,Malaysia,JPSGM,Shimama,A,03 Jun 2026 11:52:05 GMT,05 Jun 2026 03:00:00 GMT,MISC Berhad,Malaysia,"39° 38' 21"" N","137° 48' 36"" E",1,"22 hours, 49 minutes"
Al Hamra,Liquefied Natural Gas Carrier,Turku,Kvaerner Masa Yards Incorporated,272838,Live,Liberia,35010,"LNG VLGC, 100'-200'cbm",73050,Double Hull,ELTL9,116703,1332,289.14,275.00,48.19,48.10,11.80,10.70,Mitsubishi Heavy Industries Limited,Monrovia,-,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,Al Hamra Limited,Liberia,National Marine Dredging Company (NMDC) Group PJSC,United Arab Emirates,-,-,9074640,636010544,22.50,1997,-,Kvaerner A/S,Unknown,Unknown,Mitsubishi Heavy Industries Limited,29611,40256,MS40-2,NorthStandard,Lloyds Register,-,-,2026-03-03T00:00:00,-,2020-12-04T00:00:00,-,-,-,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,IN DAH>AE KLF,Khor al Fakkan,A,30 May 2026 20:59:21 GMT,31 May 2026 00:01:00 GMT,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,"24° 44' 25"" N","56° 58' 28"" E",2,"3 hours, 9 minutes"
Mraweh,Liquefied Natural Gas Carrier,Turku,STX Finland OY - SEE NOW AS Arctech Helsinki Shipyard Incorporated,272839,Live,Liberia,35010,"LNG VLGC, 100'-200'cbm",72950,Double Hull,ELSZ4,116703,1331,290.14,275.00,48.10,48.10,11.30,11.20,Mitsubishi Heavy Industries Limited,Monrovia,-,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,-,-,-,-,9074638,636010457,22.50,1996,-,Kvaerner A/S,Unknown,Unknown,Mitsubishi Heavy Industries Limited,30019,40256,MS40-2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Lloyds Register,-,-,2026-05-29T00:00:00,-,2023-10-31T00:00:00,-,2028-11-26T00:00:00,2028-11-26T00:00:00,-,-,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,SG ARAFR>AE KLF,Khor al Fakkan,A,03 Jun 2026 12:11:26 GMT,08 Jun 2026 02:02:00 GMT,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,"5° 31' 3"" N","79° 37' 44"" E",12,"8 days, 16 hours"
Umm Al Ashtan,Liquefied Natural Gas Carrier,Turku,STX Finland OY - SEE NOW AS Arctech Helsinki Shipyard Incorporated,273054,Live,Liberia,35010,"LNG VLGC, 100'-200'cbm",72950,Double Hull,ELUD4,116703,1333,290.14,275.00,48.10,48.10,12.30,10.20,Mitsubishi Heavy Industries Limited,Monrovia,-,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,-,-,-,-,9074652,636010647,22.50,1997,-,Kvaerner A/S,Unknown,Unknown,Mitsubishi Heavy Industries Limited,30007,40240,MS40-2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Lloyds Register,-,-,2025-06-19T00:00:00,-,2025-06-22T00:00:00,-,2030-05-09T00:00:00,2030-05-09T00:00:00,-,-,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,AE KLF>IN DHP,Dabhol,A,03 Jun 2026 12:07:11 GMT,04 Jun 2026 19:01:00 GMT,National Gas Shipping Company Limited (NGSCO),United Arab Emirates,"17° 37' 2"" N","70° 33' 3"" E",6,"6 days, 10 hours"
Sohar LNG,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,299156,Live,Panama,33361,"LNG VLGC, 100'-200'cbm",71997,Double Hull,H9ZZ,111203,2162,297.50,283.00,45.75,45.75,11.25,14.25,Mitsubishi Heavy Industries Limited,Panama,-,Mitsui O.S.K. Lines Limited (MOL) & Oman Shipping Company S.A.O.C. (Asyad Shipping),Japan,Mitsui O.S.K. Lines Limited (MOL) & Oman Shipping Company S.A.O.C. (Asyad Shipping),Japan,Energy Spring LNG Carriers S.A.,Panama,Oman LNG SAOC,Sultanate of Oman,-,-,9210816,357186000,25.50,2001,-,-,-,-,Mitsubishi Heavy Industries Limited,26800,36438,MS40-2,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Nippon Kaiji Kyokai,-,-,2019-07-25T00:00:00,-,2016-10-07T00:00:00,-,2026-11-14T00:00:00,2026-11-14T00:00:00,Oman Ship Management Company LLC,Sultanate of Oman,Oman Ship Management Company LLC,Sultanate of Oman,BHAVNAGAR ANCHORAGE,-,A,03 Jun 2026 12:01:33 GMT,02 Jun 2026 21:00:00 GMT,Mitsui O.S.K. Lines Limited (MOL) & Oman Shipping Company S.A.O.C. (Asyad Shipping),Japan,"21° 42' 23"" N","72° 24' 51"" E",2,"2 days, 6 hours"
Xinhang Energy,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,299157,Live,Liberia,33438,"LNG VLGC, 100'-200'cbm",72758,Double Hull,5LHJ3,111461,2163,290.00,276.00,46.28,46.00,11.38,10.42,Mitsubishi Heavy Industries Limited,Monrovia,-,Xinhang Shipping Company Limited,"Hong Kong, S.A.R., China",Xinhang Shipping Company Limited,"Hong Kong, S.A.R., China",Xinhang Shipping Company Limited,"Hong Kong, S.A.R., China",-,-,-,-,9210828,636022142,21.80,2002,-,-,-,-,Mitsubishi Heavy Industries Limited,21614,28985,MS32-2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Lloyds Register,-,-,2025-04-15T00:00:00,-,2022-07-29T00:00:00,-,2027-06-12T00:00:00,2027-06-12T00:00:00,Bernhard Schulte Shipmanagement (Singapore) Private Limited,-,Bernhard Schulte Shipmanagement (Singapore) Private Limited,-,FOR ORDERS,-,A,03 Jun 2026 12:09:48 GMT,07 Jun 2026 10:00:00 GMT,Xinhang Shipping Company Limited,"Hong Kong, S.A.R., China","29° 37' 31"" N","124° 38' 59"" E",9,25 days
Marigold LNG,Liquefied Natural Gas Carrier,Okpo,Hanwha Ocean Company Limited,311012,Live,Marshall Islands,28154,"LNG VLGC, 100'-200'cbm",77410,Double Hull,V7A7065,93844,2207,277.00,268.39,43.43,43.40,12.12,13.88,Mitsubishi Heavy Industries Limited,Majuro,-,Kratos Gas Transport LLC,United Arab Emirates,Kratos Gas Transport LLC,United Arab Emirates,Marigold LNG Limited,Marshall Islands,-,-,-,-,9230062,538011391,26.00,2003,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,-,36690,MB-4E-NS2,Assuranceforeningen Skuld,DNV,-,-,-,-,2017-07-29T00:00:00,-,2027-07-29T00:00:00,2027-07-29T00:00:00,Executive Ship Management Private Limited,Republic of Singapore,Executive Ship Management Private Limited,Republic of Singapore,LK CMB>AE KLF,-,A,03 May 2026 09:05:49 GMT,01 May 2026 10:01:00 GMT,Kratos Gas Transport LLC,United Arab Emirates,"25° 23' 7"" N","56° 35' 34"" E",2,"2 days, 12 hours"
Arunika Jaya,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,322445,Live,Indonesia,35817,"LNG VLGC, 100'-200'cbm",80686,Double Hull,YDDS4,119393,1520,289.50,277.00,49.00,49.00,11.63,15.37,Kawasaki Heavy Industries Limited (Tokyo),-,-,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,PT MOL Gas Maritime Solutions Indonesia,Indonesia,Tokyo Gas Company Limited,Japan,-,-,9245720,525114138,27.00,2003,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,26900,32916,UA-400,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2020-11-13T00:00:00,-,2020-11-13T00:00:00,-,2030-09-17T00:00:00,2030-09-17T00:00:00,P.T. Humolco LNG Indonesia,Indonesia,P.T. Humolco LNG Indonesia,Indonesia,JP OIT,"Bintulu, Sarawak",A,03 Jun 2026 07:23:31 GMT,09 Jun 2026 22:00:00 GMT,Mitsui O.S.K. Lines Limited (MOL),Japan,"8° 24' 42"" N","116° 30' 42"" E",3,"3 days, 15 hours"
Pacific Notus,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,324124,Live,Bahamas,33466,"LNG VLGC, 100'-200'cbm",72490,Double Hull,C6TC2,111553,2176,290.00,276.00,46.00,46.00,11.39,14.11,Mitsubishi Heavy Industries Limited,Nassau,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,Manatee Navigation S.A.,Panama,-,-,-,-,9247962,311573000,25.50,2003,-,-,-,-,Mitsubishi Heavy Industries Limited,21320,28985,MS32-2,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Nippon Kaiji Kyokai,-,-,2018-08-07T00:00:00,-,2018-08-07T00:00:00,-,2028-09-29T00:00:00,2028-09-29T00:00:00,NYK LNG Shipmanagement Limited,Japan,NYK LNG Shipmanagement Limited,Japan,AU ASB,Ashburton,A,03 Jun 2026 12:12:01 GMT,13 Jun 2026 06:05:00 GMT,'K' Line RoRo Bulk Ship Management Company Limited,Japan,"32° 29' 48"" N","127° 19' 59"" E",18,"19 days, 14 hours"
Puteri Firus Satu,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,324519,Live,Malaysia,28333,"LNG VLGC, 100'-200'cbm",76197,Double Hull,9MGF7,94446,2177,276.00,263.00,43.40,43.40,12.01,13.49,Mitsubishi Heavy Industries Limited,Port Klang,-,Unknown Owners,-,Unknown Owners,-,Sea Line Incorporated,Marshall Islands,-,-,-,-,9248502,533808000,25.50,2004,-,Alfa Laval Aalborg A/S,Unknown,Unknown,Mitsubishi Heavy Industries Limited,24454,32794,MS40-2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Lloyds Register,-,-,2024-10-16T00:00:00,-,2024-10-25T00:00:00,-,2029-09-12T00:00:00,2029-09-12T00:00:00,-,-,Unknown Owners,-,-,-,A,03 May 2026 02:20:20 GMT,-,Unknown Owners,-,"5° 11' 8"" N","115° 24' 13"" E",8,"6 days, 13 hours"
Mutiara,Liquefied Natural Gas Carrier,Ichihara,Mitsui Engineering & Shipbuilding Company Limited (Ichihara),333522,Live,Comoros,28333,"LNG VLGC, 100'-200'cbm",76229,Double Hull,D6A4375,94446,1562,275.98,263.00,-,43.43,12.01,13.49,Mitsubishi Heavy Industries Limited,Moroni,-,Unknown Owners,-,Unknown Owners,-,Riya Shipping Corporation,Marshall Islands,-,-,-,-,9261205,620800375,25.50,2005,-,Alfa Laval Aalborg A/S,Unknown,Unknown,Mitsubishi Heavy Industries Limited,27170,36435,MS40-2,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Lloyds Register,-,-,2022-07-02T00:00:00,-,2020-09-24T00:00:00,-,2030-04-21T00:00:00,2030-04-21T00:00:00,-,-,Unknown Owners,-,-,-,A,03 Jun 2026 12:14:49 GMT,-,Unknown Owners,-,"2° 15' 2"" N","102° 4' 44"" E",9,"6 days, 9 hours"
Energy Horizon,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,3378392,Live,Japan,42340,"LNG VLGC, 100'-200'cbm",87257,Double Hull,7JHS,141136,1664,300.03,286.50,-,52.00,11.68,16.32,Kawasaki Heavy Industries Limited (Tokyo),Tokyo,-,Tokyo Gas Company Limited,Japan,Tokyo Gas Company Limited,Japan,Tokyo LNG Tanker Company Limited & Nippon Yusen Kaisha,Japan,-,-,-,-,9483877,432807000,28.00,2011,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,29890,36599,URA450,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2019-06-18T00:00:00,-,2016-08-19T00:00:00,-,2026-08-30T00:00:00,2026-08-30T00:00:00,NYK LNG Shipmanagement Limited,Japan,NYK LNG Shipmanagement Limited,Japan,SIN,-,A,21 May 2026 05:43:38 GMT,19 May 2026 22:00:00 GMT,Tokyo Gas Company Limited,Japan,"1° 18' 9"" N","103° 39' 1"" E",9,"12 days, 16 hours"
Energy Advance,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,338815,Live,Japan,35769,"LNG VLGC, 100'-200'cbm",80630,Double Hull,7JAA,119233,1521,289.53,277.00,49.00,49.00,11.63,15.37,Kawasaki Heavy Industries Limited (Tokyo),Tokyo,-,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,Tokyo LNG Tanker Company Limited & Toho LNG Shipping Company Limited,Japan,-,-,-,-,9269180,432495000,27.00,2005,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,26900,36574,UA-400,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2020-04-09T00:00:00,-,2020-04-09T00:00:00,-,2030-03-27T00:00:00,2030-03-27T00:00:00,MOL LNG Transport Company Limited,Japan,MOL LNG Transport Company Limited,Japan,RU PGN,Prigorodnoye,A,03 Jun 2026 12:15:58 GMT,06 Jun 2026 19:00:00 GMT,Mitsui O.S.K. Lines Limited (MOL),Japan,"44° 16' 24"" N","140° 53' 55"" E",7,"1 month, 28 days"
Fuji LNG,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,340582,Live,Marshall Islands,35466,"LNG VLGC, 100'-200'cbm",77351,Double Hull,V7A6798,118219,1527,289.50,277.00,49.00,49.00,11.93,15.07,Kawasaki Heavy Industries Limited (Tokyo),Majuro,-,Golar LNG Limited,Bermuda,Golar LNG Limited,Bermuda,Golar MK II Corporation,Marshall Islands,-,-,-,-,9275359,538011214,27.00,2004,-,-,-,-,Kawasaki Shipbuilding Corporation,26900,36574,UA-400,-,Nippon Kaiji Kyokai,-,-,2018-10-14T00:00:00,-,2019-03-10T00:00:00,-,2029-04-11T00:00:00,2029-04-11T00:00:00,Golar Management AS,Norway,Golar Management AS,Norway,-,-,A,25 May 2026 14:14:40 GMT,-,Golar LNG Limited,Bermuda,"21° 59' 47"" N","110° 2' 13"" W",1,"1 day, 4 hours"
LNG Dream,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,343946,Live,Bahamas,35663,"LNG VLGC, 100'-200'cbm",80889,Double Hull,C6VO5,118876,1545,289.50,277.00,-,49.00,12.25,14.75,Kawasaki Heavy Industries Limited (Tokyo),Nassau,-,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,NYK LNG Shipmanagement Limited,Japan,OJV Cayman 1 Limited,Cayman Islands,Osaka Gas International Transport Incorporated,Japan,-,-,9277620,309065000,27.00,2006,-,-,-,-,Kawasaki Shipbuilding Corporation,26900,36073,UA-400,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Nippon Kaiji Kyokai,-,-,2018-12-08T00:00:00,-,2016-06-19T00:00:00,-,2026-09-12T00:00:00,2026-09-12T00:00:00,NYK LNG Shipmanagement Limited,Japan,NYK LNG Shipmanagement Limited,Japan,YEOSU SK,Yeosu,A,03 Jun 2026 12:16:00 GMT,19 Jun 2026 07:00:00 GMT,NYK LNG Shipmanagement Limited,Japan,"33° 50' 19"" N","128° 52' 26"" E",3,"3 days, 12 hours"
Seri Amanah,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,349834,Live,Malaysia,28718,"LNG VLGC, 100'-200'cbm",75000,Double Hull,9MGQ9,95729,1503,283.07,270.00,43.40,43.40,12.40,13.60,Kawasaki Heavy Industries Limited (Tokyo),Port Klang,-,MISC Berhad,Malaysia,MISC Berhad,Malaysia,MISC Berhad,Malaysia,Malaysia LNG Sendirian Berhad (MLNG),Malaysia,-,-,9293844,533937000,26.00,2005,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,24877,33361,UA-360,"Britannia Steam Ship Insurance Association Ltd., The",Bureau Veritas,-,-,2023-09-04T00:00:00,2023-09-04T00:00:00,2026-04-01T00:00:00,2026-04-19T00:00:00,2031-03-14T00:00:00,2031-03-14T00:00:00,MISC Shipmanagement (L) Private Limited,Malaysia,MISC Shipmanagement (L) Private Limited,Malaysia,MY BTU,"Bintulu, Sarawak",A,03 Jun 2026 12:09:12 GMT,05 Jun 2026 02:00:00 GMT,MISC Berhad,Malaysia,"3° 19' 11"" N","112° 52' 45"" E",6,"5 days, 18 hours"
Orion,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,351650,Live,Russia,35583,"LNG VLGC, 100'-200'cbm",77252,Double Hull,UAIF8,118608,1562,289.50,277.00,49.00,49.00,11.93,15.07,Kawasaki Heavy Industries Limited (Tokyo),-,-,Government of the Sultanate of Oman,Sultanate of Oman,Asyad Shipping Company SAOG,Sultanate of Oman,Oryx LNG Carrier SA,Panama,Itochu Corporation,Japan,-,-,9294264,273276080,27.00,2005,-,-,-,-,Kawasaki Shipbuilding Corporation,26900,36573,UA-400,-,Nippon Kaiji Kyokai,Russian Register of Ships,-,2021-01-22T00:00:00,-,2021-01-22T00:00:00,-,-,-,Oman Ship Management Company LLC,Sultanate of Oman,Oman Ship Management Company LLC,Sultanate of Oman,-,-,A,03 Jun 2026 12:07:34 GMT,-,Asyad Shipping Company SAOG,Sultanate of Oman,"15° 3' 14"" S","0° 7' 30"" E",1,"1 day, 4 hours"
Energy Progress,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,351652,Live,Japan,35730,"LNG VLGC, 100'-200'cbm",79983,Double Hull,7KKU,119131,1540,289.53,277.00,49.00,49.00,12.17,14.83,Kawasaki Heavy Industries Limited (Tokyo),Tokyo,-,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,Tokyo LNG Tanker Company Limited And Mitsui OSK Lines Limited (MOL),Japan,-,-,9274226,431608000,27.00,2006,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,26900,36073,KAWASAKI TURBINE,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2019-09-02T00:00:00,-,2016-10-14T00:00:00,-,2027-03-24T00:00:00,2027-03-24T00:00:00,MOL LNG Transport Company Limited,Japan,MOL LNG Transport Company Limited,Japan,AUDAM,Dampier,A,03 Jun 2026 11:05:46 GMT,10 Jun 2026 22:00:00 GMT,Mitsui O.S.K. Lines Limited (MOL),Japan,"14° 30' 18"" N","125° 24' 30"" E",7,"8 days, 16 hours"
Luch,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,356396,Live,Russia,35583,"LNG VLGC, 100'-200'cbm",77282,Double Hull,UAIF4,118608,2215,289.50,277.00,-,49.00,11.93,15.07,Kawasaki Heavy Industries Limited (Tokyo),-,-,Government of the Sultanate of Oman,Sultanate of Oman,Asyad Shipping Company SAOG,Sultanate of Oman,Dune LNG Carrier SA,Panama,-,-,-,-,9317315,273272080,27.00,2006,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,26900,36573,UA-400,-,Nippon Kaiji Kyokai,Russian Register of Ships,-,2019-05-20T00:00:00,-,2016-06-13T00:00:00,-,-,-,Oman Ship Management Company LLC,Sultanate of Oman,Oman Ship Management Company LLC,Sultanate of Oman,FOR ORDERS,-,A,03 Jun 2026 12:11:08 GMT,14 Jun 2026 16:00:00 GMT,Asyad Shipping Company SAOG,Sultanate of Oman,"26° 16' 29"" N","20° 4' 22"" W",11,11 days
T Handan,Liquefied Natural Gas Carrier,Mihara,Koyo Dockyard Company Limited - Now Imabari Shipbuilding Company Limited (Hiroshima) which see.,356676,Live,Panama,30324,"LNG VLGC, 100'-200'cbm",79556,Double Hull,HOA5184,101094,2258,289.93,276.00,44.70,44.70,12.07,13.93,Kawasaki Heavy Industries Limited (Tokyo),Panama,-,Unknown Owners,-,Unknown Owners,-,Tudor Maritime Limited,Marshall Islands,-,-,-,-,9319404,352006710,26.00,2008,-,Alfa Laval Aalborg A/S,Unknown,Unknown,Kawasaki Heavy Industries Limited Shipbuilding Division,29420,40000,UA-400,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Lloyds Register,-,-,2025-12-30T00:00:00,-,2023-05-09T00:00:00,-,2028-03-30T00:00:00,2028-03-30T00:00:00,-,-,Unknown Owners,-,NAWVB,-,A,03 Jun 2026 12:07:17 GMT,28 May 2026 10:00:00 GMT,Unknown Owners,-,"22° 52' 23"" S","14° 27' 44"" E",1,"1 day, 4 hours"
Seri Angkasa,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,357478,Live,Malaysia,28718,"LNG VLGC, 100'-200'cbm",83404,Double Hull,9MGW4,95729,1590,283.06,270.00,43.40,43.40,12.40,13.60,Kawasaki Heavy Industries Limited (Tokyo),Port Klang,-,MISC Berhad,Malaysia,MISC Berhad,Malaysia,MISC Berhad,Malaysia,Malaysia LNG Sendirian Berhad (MLNG),Malaysia,-,-,9321665,533957000,26.00,2006,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,24877,33800,UA-360,"Britannia Steam Ship Insurance Association Ltd., The",Bureau Veritas,-,-,2024-07-09T00:00:00,2024-10-29T00:00:00,2023-12-01T00:00:00,2022-01-09T00:00:00,2026-12-22T00:00:00,2026-12-22T00:00:00,MISC Shipmanagement (L) Private Limited,Malaysia,MISC Shipmanagement (L) Private Limited,Malaysia,MY PGG,Pengerang,A,03 Jun 2026 11:47:43 GMT,21 Jun 2026 00:00:00 GMT,MISC Berhad,Malaysia,"3° 16' 7"" S","144° 39' 42"" E",1,"1 day, 6 hours"
