LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
passenger (cruise),11007728,TUI Isla,Live,Malta,—,—,Unknown size,—,Single,9HA2731,—,—,—,"",135.00,—,14.00,—,—,1.60,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,215441000,—,—,UNKNOWN
passenger (cruise),11022984,Cascadia,Live,Canada,310,2006,-2'gt,—,Single,CFA2941,498,—,Challenge Marine Limited,Nelson(NZL),42.00,—,13.00,12.80,—,2.50,—,—,Unknown Engine Designer,Harbour & Gulf Limited,New Zealand,Victoria,—,Harbour & Gulf Limited,New Zealand,Harbour & Gulf Limited,New Zealand,Harbour & Gulf Limited,New Zealand,Island Escape Cruises Limited,New Zealand,—,—,—,—,Harbour & Gulf Limited,New Zealand,—,—,—,—,8745216,316039288,596,799,4BT3.9
passenger (cruise),11026374,Sefer Kaptan 1,Live,Turkiye,203,2011,-2'gt,66,Single,TCSE4,299,-,Turkoglu Gemi Insa ve Cekek,Akcansa Yalova,41.98,38.30,—,10.00,3.20,—,—,—,Fiat Avio SpA,Kartal Kaan Tur Omer Hizarci -Sefer Hizarci Ort.,Turkiye,Istanbul,—,Kartal Kaan Tur Omer Hizarci -Sefer Hizarci Ort.,Turkiye,Kartal Kaan Tur Omer Hizarci -Sefer Hizarci Ort.,Turkiye,Kartal Kaan Tur Omer Hizarci -Sefer Hizarci Ort.,Turkiye,Avrasya Denizcilik Tasimaciligi ve Turizm Hizmetleri Insaat Sanayi ve Ticaret AS,Turkiye,—,—,—,—,—,—,—,—,—,—,9605126,271042945,634,850,8291SRM85
passenger (cruise),11028527,Goethe,Live,Malta,—,1913,-2'gt,—,Single,SHA2005,228,—,—,Unknown,83.00,—,15.70,15.70,3.64,3.64,0.00,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,249833000,280,375,ID36SS12V
passenger (cruise),11034298,Elegant Lady,Live,Bulgaria,—,2003,-2'gt,—,Single,LZG2229,1600,—,—,Grave,110.00,—,11.40,11.40,1.60,1.60,0.00,—,Unknown Engine Designer,Dunav Tours AD,Bulgaria,—,—,Dunav Tours AD,Bulgaria,Dunav Tours AD,Bulgaria,Dunav Tours AD,Bulgaria,Dunav Tours AD,Bulgaria,—,—,—,—,—,—,—,—,—,—,—,207072229,—,—,KTA-38-M1
passenger (cruise),11035796,Rygertroll,Live,Norway,80,2012,-2'gt,15,Single,3YWR,200,262,—,Hyen,25.10,—,—,8.80,—,2.60,—,—,Unknown Engine Designer,L. Rodne & Sonner A/S,Norway,Stavanger,—,L. Rodne & Sonner A/S,Norway,L. Rodne & Sonner A/S,Norway,Rodne Trafikk AS,Norway,L. Rodne & Sonner A/S,Norway,—,—,—,—,L. Rodne & Sonner A/S,Norway,—,—,—,—,9579420,259955000,—,—,16V4000M70
passenger (cruise),110617,Kong Olav,Live,Thailand,1058,1964,2'-10'gt,705,Single,HSB2585,2637,433,Solheimsviken AS,Bergen,87.00,—,13.30,—,7.40,4.60,2.80,AS Akers Mek. Verksted,B&W Diesel A/S,Andaman Club Company Limited,Thailand,Bangkok,—,Andaman Club Company Limited,Thailand,Andaman Club Company Limited,Thailand,Andaman Club Company Limited,Thailand,Andaman Club Company Limited,Thailand,—,—,—,—,—,—,—,—,—,—,6401206,567,2479,3325,7-42VT2BF-90
passenger (cruise),11074792,Sofia,Live,Bulgaria,—,1983,-2'gt,1259,Single,LZLT,1600,—,—,"",113.50,—,16.00,—,—,1.65,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,207261220,1194,1601,8LD315RF
passenger (cruise),11084784,Ioannis Kapodistrias,Live,Greece,128,1999,-2'gt,149,Single,SX7072,488,—,—,"",56.00,—,14.00,—,—,2.00,—,—,Unknown Engine Designer,Makedonia Shipping Company,Panama,Piraeus,—,Makedonia Shipping Company,Panama,Makedonia Shipping Company,Panama,Makedonia Shipping Company,Panama,Makedonia Shipping Company,Panama,—,—,—,—,Koinopraxia Epivatochimatagogon Salaminos,Greece,—,—,—,—,8969018,237025500,672,901,3196DITA
passenger (cruise),11090401,Scenic Crystal,Live,Malta,—,2011,2'-10'gt,—,Single,9HA3040,2721,—,—,"",135.00,—,12.00,—,—,0.20,—,—,Unknown Engine Designer,Scenic Tours Europe AG,Switzerland,—,—,Scenic Tours Proprietary Limited,Australia,Scenic Tours Europe AG,Switzerland,MS Scenic Crystal AG,Switzerland,Scenic Tours Europe AG,Switzerland,—,—,—,—,—,—,—,—,—,—,8338427,229065000,—,—,16V4000M70
passenger (cruise),11094633,Georgia,Live,Greece,95,1994,-2'gt,60,Single,SX2833,242,42,"Ilyichyovskiy Sudoremontnyy Zavod im. ""50-letiya SSSR""",Chornomorsk,40.15,35.91,6.90,6.89,2.90,1.83,1.07,—,Unknown Engine Designer,Georgia I Shipping Company,Greece,Piraeus,—,Georgia I Shipping Company,Greece,Georgia I Shipping Company,Greece,Georgia I Shipping Company,Greece,Georgia I Shipping Company,Greece,—,—,—,—,Sarris Shipping Company,Greece,—,—,—,—,8953394,237021700,177,241,3D6C
passenger (cruise),11118040,Riza Yusuf Girit,Live,Turkiye,210,2012,-2'gt,163,Single,TCSE9,396,—,Cakirlar Shipyard,Akcansa Yalova,48.90,46.90,11.00,11.00,3.40,—,—,—,Unknown Engine Designer,Girit Turizm Denizcilik Nakliyat Sanayi ve Ticaret Limited Sirketi,Turkiye,Istanbul,—,Girit Turizm Denizcilik Nakliyat Sanayi ve Ticaret Limited Sirketi,Turkiye,Girit Turizm Denizcilik Nakliyat Sanayi ve Ticaret Limited Sirketi,Turkiye,Girit Turizm Denizcilik Nakliyat Sanayi ve Ticaret Limited Sirketi,Turkiye,Avrasya Denizcilik Tasimaciligi ve Turizm Hizmetleri Insaat Sanayi ve Ticaret AS,Turkiye,—,—,—,—,—,—,—,—,—,—,9629184,271042950,197,264,8291SRM85
passenger (cruise),1113336,Diana Stella,Live,Colombia,—,2007,-2'gt,—,Single,—,3,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,2976019,—,—,—,—
passenger (cruise),1113339,El Pechu,Live,Colombia,—,2007,-2'gt,—,Single,—,3,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,2979918,—,—,—,—
passenger (cruise),1113340,El Vikingo,Live,Colombia,—,2007,-2'gt,—,Single,—,2,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,2980577,—,—,—,—
passenger (cruise),1113341,Expreso Salahonda,Live,Colombia,—,2007,-2'gt,—,Single,—,3,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,2981997,—,—,—,—
passenger (cruise),1113407,Johan Farid,Live,Colombia,—,2007,-2'gt,—,Single,—,2,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,2988787,—,—,—,—
passenger (cruise),1113409,Mimi II,Live,Colombia,—,2007,-2'gt,—,Single,—,7,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
passenger (cruise),11136125,Avalon Visionary,Live,Germany,—,2012,Unknown size,—,Single,DK6613,—,—,—,"",135.00,—,12.00,—,—,—,—,—,Unknown Engine Designer,Avalon Waterways,United States of America,—,—,Avalon Waterways,United States of America,Avalon Waterways,United States of America,Avalon Waterways,United States of America,Avalon Waterways,United States of America,—,—,—,—,—,—,—,—,—,—,—,211573780,2000,2681,6EY26W
passenger (cruise),1113620,Pacifico Expreso Dos,Live,Colombia,—,2007,-2'gt,—,Single,—,7,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
passenger (cruise),1113761,Sandra Yinesa,Live,Colombia,—,2007,-2'gt,—,Single,—,2,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
passenger (cruise),1113867,Triton Geminis,Live,Colombia,—,2007,-2'gt,—,Single,—,74,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
passenger (cruise),1113964,Yole,Live,Colombia,—,2007,-2'gt,—,Single,—,2,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
passenger (cruise),11143,Pallas Athena,Dead,Greece,8764,1952,10'-60'gt,6052,Single,—,20945,—,—,France,182.00,—,24.50,—,13.40,8.60,4.80,Wartsila Nederland BV,Stork-Werkspoor Diesel B.V.,Epirotiki C.,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5116098,—,9955,13350,SW DIESEL
passenger (cruise),11149333,Andela Lora,Live,Croatia,—,2012,Unknown size,—,Single,9AA8432,—,—,—,"",38.00,—,8.00,—,—,—,—,—,Unknown Engine Designer,Turisticki Obrt Filip vl Filip Lovrinov,Republic of Croatia,—,—,Turisticki Obrt Filip vl Filip Lovrinov,Republic of Croatia,Turisticki Obrt Filip vl Filip Lovrinov,Republic of Croatia,Turisticki Obrt Filip vl Filip Lovrinov,Republic of Croatia,Turisticki Obrt Filip vl Filip Lovrinov,Republic of Croatia,—,—,—,—,—,—,—,—,—,—,8690655,238475640,2000,2681,8210M
passenger (cruise),11162688,PRINCESS,Live,Netherlands,—,2012,Unknown size,—,Single,PE5139,—,—,—,"",80.00,—,8.00,—,—,1.00,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,244750832,—,—,UNKNOWN
passenger (cruise),11170824,Ava Pearl,Live,U.S.A.,—,2012,-2'gt,69,Single,WDG3248,93,—,—,Somerset(Mass),35.00,—,10.00,9.66,3.81,—,—,—,Unknown Engine Designer,Rhode Island Fast Ferry,United States of America,—,—,Rhode Island Fast Ferry,United States of America,Rhode Island Fast Ferry,United States of America,Rhode Island Fast Ferry,United States of America,Rhode Island Fast Ferry,United States of America,—,—,—,—,—,—,—,—,—,—,9677703,367524060,—,—,UNKNOWN
passenger (cruise),111736,Nordstjernen,Live,Norway (Int. Register),989,1956,2'-10'gt,656,Single,LATU3,2191,787,Blohm + Voss GmbH,Hamburg,88.78,74.98,12.64,12.60,7.16,4.51,2.65,Mak Motoren GmbH & Company KG,B&W Diesel A/S,Cesam Invest AS & Euro Holding AS,Norway,Bergen,—,Cesam Invest AS & Euro Holding AS,Norway,Cesam Invest AS & Euro Holding AS,Norway,m/s Nordstjernen AS,Norway,Vestland Marine Spolka Z.O.O.,Poland,Hurtigruten AS,Norway,Clarksons Platou Project Finance AS,Norway,Vestland Marine Spolka Z.O.O.,Poland,—,—,—,—,5255777,257276000,2237,3000,6-50VBF-90
passenger (cruise),11202,Topaz,Dead,St. Kitts-Nevis,14637,1956,10'-60'gt,8912,Single,—,32327,731,Fairfields (Glasgow) Limited,Glasgow,195.08,182.89,25.96,25.91,14.64,8.84,5.80,Fairfields (Glasgow) Limited,Stork-Werkspoor Diesel B.V.,Indian Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5103924,—,22065,30000,PAMETRADA TURBINE
passenger (cruise),11297852,Marco M.,Live,Italy,—,2011,-2'gt,—,Single,IJDN2,241,H1015,Air Naval S.r.l.,Torre Annunziata,37.65,—,—,7.00,—,1.01,—,Caterpillar Incorporated,Caterpillar Incorporated,Liberty Lines S.p.A.,Italy,Palermo,—,Liberty Lines S.p.A.,Italy,Liberty Lines S.p.A.,Italy,Liberty Lines S.p.A.,Italy,Liberty Lines S.p.A.,Italy,—,—,—,—,Liberty Lines S.p.A.,Italy,—,—,—,—,9669835,247320500,1269,1702,C32
passenger (cruise),11298359,Feggesund,Live,Denmark,114,2012,-2'gt,—,Single,OZMW,380,125,Hvide Sande Skibs-og Baadebyggeri A/S,Hvide Sande,53.40,39.60,11.00,10.70,3.60,2.40,1.20,Scania (Sweden),Unknown Engine Designer,I/S Mors-Thy Faergefart,Denmark,Nykobing Mors,—,I/S Mors-Thy Faergefart,Denmark,I/S Mors-Thy Faergefart,Denmark,I/S Mors-Thy Faergefart,Denmark,I/S Mors-Thy Faergefart,Denmark,—,—,—,—,I/S Mors-Thy Faergefart,Denmark,—,—,—,—,9640918,219017664,368,493,16V4000M70
passenger (cruise),11300,Royale,Dead,Tanzania,3479,1974,2'-10'gt,1361,Double Bottom,—,9511,—,Kynossoura Dockyard Company,Salamis,132.10,118.12,19.80,19.80,11.96,5.20,2.11,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Indian Breakers,—,—,66,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7350442,—,2983,4000,8MU551AK
passenger (cruise),11305992,Aspo II,Live,Sweden,—,1984,Unknown size,—,Single,SLEY,—,—,Asi Verkstads AB,Amal,50.00,—,11.00,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,8317887,265604580,—,—,UNKNOWN
passenger (cruise),1130908,Esmeralda,Live,Netherlands,—,—,Unknown size,—,Single,PD7369,—,—,—,"",90.00,—,11.00,—,—,1.50,—,—,Unknown Engine Designer,Trans River Line B.V.,Netherlands,—,—,Trans River Line B.V.,Netherlands,Trans River Line B.V.,Netherlands,Trans River Line B.V.,Netherlands,Trans River Line B.V.,Netherlands,—,—,—,—,—,—,—,—,—,—,—,244130124,—,—,UNKNOWN
passenger (cruise),113131,Antonina Nezhdanova,Dead,Russia,1330,1978,2'-10'gt,1273,Single,—,4254,419,Brodogradiliste Tito,Mitrovica,100.00,90.00,16.20,16.20,7.00,4.65,2.35,Uljanik Brodogradiliste d.d.,B&W Diesel A/S,FESCO,—,Vladivostok,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7531852,—,1969,2640,8M35BF-62
passenger (cruise),11341239,Nemo,Live,Cyprus,18,2012,-2'gt,—,Single,5BPZ3,59,—,C.S Customised Boat Makers Limited,Larnaca,22.00,—,5.00,—,—,—,—,—,Unknown Engine Designer,Escalop Shipping Limited,Cyprus,Limassol,—,Escalop Shipping Limited,Cyprus,Escalop Shipping Limited,Cyprus,Escalop Shipping Limited,Cyprus,Escalop Shipping Limited,Cyprus,—,—,—,—,—,—,—,—,—,—,—,212983007,—,—,UNKNOWN
passenger (cruise),11346876,MSC Preziosa,Live,Panama,115732,2013,100'-150'gt,11754,Single,3FOA6,139072,X32,Chantiers de l'Atlantique,St. Nazaire,333.33,296.00,45.00,37.92,—,8.65,3.46,Wartsila Corporation,Wartsila Corporation,MSC Crociere (Mediterranean Shipping Cruises) S.p.A.,Italy,Panama,—,Mediterranean Shipping Company S.A. (MSC),Switzerland,MSC Crociere (Mediterranean Shipping Cruises) S.p.A.,Italy,Preziosa Cruise Limited,United Kingdom,MSC Cruise Management (UK) Limited,United Kingdom,—,—,—,—,MSC Cruise Management (UK) Limited,United Kingdom,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9595321,371861000,21800,29234,16V46CR
passenger (cruise),11368084,Sissi,Live,Germany,—,1998,-2'gt,42,Single,DC3471,138,—,—,Unknown,46.75,—,11.26,11.26,1.35,1.35,0.00,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,211169180,672,901,3196DITA
passenger (cruise),114042,United States,Dead,U.S.A.,19352,1952,10'-60'gt,13016,Single,—,38216,488,Northrop Grumman Newport News,Newport News,301.75,276.66,30.94,30.94,17.07,9.82,7.25,Westinghouse Electric Company,Westinghouse Electric Company,SS United States Conservancy,United States of America,New York,—,SS United States Conservancy,United States of America,SS United States Conservancy,United States of America,—,—,SS United States Conservancy,United States of America,—,—,—,—,—,—,—,—,—,—,5373476,—,12960,17380,WESTINGHOUSE TURBINE
passenger (cruise),114353,Atlantis,Dead,Greece,2572,1965,2'-10'gt,—,Single,—,4504,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,6411471,—,2051,2750,UNKNOWN
passenger (cruise),11443,Hai Da,Dead,China,4386,1963,2'-10'gt,2625,Single,—,7989,722,John Brown & Company (Clydebank) Limited,Clyde,146.00,132.59,20.15,20.15,9.14,8.04,1.10,B&W Diesel A/S,B&W Diesel A/S,Chinese Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5410640,—,6152,8250,11-50VT2BF-110
passenger (cruise),114750,Ocean Mist,Dead,Cambodia,1749,1956,2'-10'gt,1433,Single,—,5067,1813,Cantieri Riuniti Dell'Adriatico,Monfalcone,111.00,98.00,15.50,15.50,9.60,5.56,4.04,Fiat Avio SpA,Fiat Avio SpA,Ocean Mist K.,—,Phnom Penh,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5309906,—,2088,2800,600.7S
passenger (cruise),115657,Star of Venice,Dead,Panama,2363,1953,2'-10'gt,2002,Single,—,6269,1823,Swan Hunter Shipbuilders,Tyne,133.00,125.28,17.38,17.37,9.15,6.10,3.05,Wallsend Slipway,Unknown Engine Designer,Pan Nautic,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5205253,—,9560,13000,UNKNOWN
passenger (cruise),116033,Viking Sineus,Live,Ukraine,—,1979,2'-10'gt,500,Single,UUAO8,4906,338,Elbewerft Boizenburg GmbH (EWB),Boizenburg,125.00,—,16.70,16.70,4.50,—,—,Russian Engine Builders,Russkiy Diesel Firm,Viking Holding Limited,Bermuda,Kherson,—,Viking Holding Limited,Bermuda,Viking Holding Limited,Bermuda,Viking Holding Limited,Bermuda,Viking Holding Limited,Bermuda,—,—,—,—,—,—,—,—,—,—,7823994,272582000,746,1000,6CHN36/45
passenger (cruise),116177,Bore,Live,Finland,1688,1960,2'-10'gt,870,Single,OGBF,4295,353,NYA Oskarshamns Varv. A/B,Oskarshamn,99.85,90.35,15.30,15.26,9.63,5.02,4.61,Wartsila Corporation,Wartsila Corporation,Oy S/S Borea Ab,Finland,Kotka,—,Oy S/S Borea Ab,Finland,Oy S/S Borea Ab,Finland,Oy S/S Borea Ab,Finland,Oy S/S Borea Ab,Finland,—,—,—,—,—,—,—,—,—,—,5048485,230132000,1652,2216,12V22
passenger (cruise),116320,Alexandros,Dead,Panama,119,1963,-2'gt,464,Double Bottom,—,397,—,—,Italy,72.00,62.77,11.31,11.31,5.21,3.67,1.54,Fiat Avio SpA,Fiat Avio SpA,International M.C.S.,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5426194,—,2237,3000,B480.6TS
passenger (cruise),1169895,Bahia Express,Live,Colombia,—,2007,-2'gt,—,Single,—,4,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,2965802,—,—,—,—
passenger (cruise),1169897,Diana Paola,Live,Colombia,—,2007,-2'gt,—,Single,—,2,—,—,"",—,—,—,—,—,—,—,—,—,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,2975986,—,—,—,—
