LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
roll on roll off with container capacity,143573,Ural,Live,Cameroon,1498,1980,-5'dwt,3573,Single,TJM0014,4994,390,Danyard A/S,Frederikshavn,105.60,96.00,18.82,18.80,10.55,4.97,5.58,Fried. Krupp AG Hoesch-Krupp,Mak Motoren GmbH & Company KG,Unknown Owners,—,—,256,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,—,7725386,613571700,3356,4500,12MU453AK
roll on roll off with container capacity,143634,Link Polaris,Live,Norway (Int. Register),1755,1980,-5'dwt,4380,Single,LAWT8,4636,27,Fosen Mekaniske Verksteder (FMV),Fevag,102.50,93.30,16.52,16.50,11.15,6.14,5.01,Caterpillar Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Norwest Ship Management AS,Norway,Akrehamn,111,Rb Holding Akra AS,Norway,Norwest Ship Management AS,Norway,Norwest Ship Management AS,Norway,Norwest Ship Management AS,Norway,—,—,—,—,Norwest Ship Management AS,Norway,—,—,—,—,7915541,257689000,2880,3916,6M32
roll on roll off with container capacity,143653,Eurasian Link,Dead,Panama,6824,1980,10'-15'dwt,13396,Single,—,22748,1320,Kawasaki Heavy Industries Limited Shipbuilding Division,Sakaide,178.98,160.03,26.50,26.50,18.50,8.52,2.61,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Indian Breakers,—,Nassau,753,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7822213,—,5896,7906,8L52/55A
Roll On Roll Off,143666,Queen of Surrey,Live,Canada,4473,1981,-5'dwt,1099,Single,VG8177,6969,100,Versatile Pacific Shipyards Incorporated,Vancouver(CAN),139.35,127.21,27.59,27.54,7.93,5.51,2.42,Fried. Krupp AG Hoesch-Krupp,Mak Motoren GmbH & Company KG,British Columbia Ferry Services Incorporated,Canada,Victoria,—,British Columbia Ferry Services Incorporated,Canada,British Columbia Ferry Services Incorporated,Canada,British Columbia Ferry Services Incorporated,Canada,British Columbia Ferry Services Incorporated,Canada,—,—,Xerox Canada Finance Incorporated,Canada,—,—,—,—,—,—,7902221,316001262,4422,5930,12M551AK
roll on roll off with container capacity,14372,Dubai Coast III,Dead,Panama,1782,1974,-5'dwt,2900,Single,—,5940,277,Uudenkaupungin Tyovene Oy (UKI Workboat Limited),Uusikaupunki,118.60,106.79,16.13,16.01,12.65,5.65,7.00,—,Semt Pielstick SA,Dubai C.,—,Panama,130,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7347392,—,2983,4000,8PC2-2L-400
Roll On Roll Off,144020,Roraima,Live,Brazil,1756,1982,-5'dwt,672,Single,PP5427,2657,148,Maclaren IC Estaleiros e Servicos S.A.,Niteroi,56.00,—,21.40,—,5.00,3.60,1.40,Ishikawajima do Brasil Estaleiros S.A.,Daihatsu Diesel Manufacturing Company Limited,Government of The Federative Republic of Brazil,Brazil,—,—,Government of The Federative Republic of Brazil,Brazil,Government of The Federative Republic of Brazil,Brazil,Empresa de Navegacao da Amazonia S.A.,Brazil,Government of The Federative Republic of Brazil,Brazil,—,—,—,—,—,—,—,—,—,—,7726653,—,373,500,6PSHTCM-22
Roll On Roll Off,144037,Marmorica,Live,Italy,857,1980,-5'dwt,891,Single,ITGH,2387,886,Fincantieri-Cantieri Navali Italiani S.p.A. Palermo,Palermo,90.86,83.50,16.02,16.00,5.31,4.01,1.30,Wartsila NSD Italia SpA,Fiat Avio SpA,Toscana Regionale Marittima S.p.A. (TOREMAR),Italy,Leghorn,—,Tirrenia Compagnia Italiana di Navigazione S.p.A. (Tirrenia Group),Italy,Toscana Regionale Marittima S.p.A. (TOREMAR),Italy,Toscana Regionale Marittima S.p.A. (TOREMAR),Italy,Toscana Regionale Marittima S.p.A. (TOREMAR),Italy,—,—,—,—,Toscana Regionale Marittima S.p.A. (TOREMAR),Italy,—,—,—,—,7717353,247046600,2780,3780,B230.18
roll on roll off with container capacity,144104,P&O Nedlloyd Nina,Dead,U.K.,9363,1981,15'+ dwt,30684,Double Bottom,—,31207,324,Chantiers Navals de La Ciotat Shipbuilding,La Ciotat,200.00,185.55,31.70,31.70,18.80,11.00,7.80,Zaklady Przemyslu Metalowego H. Cegielski S.A.,Sulzer Turbomachinery Services,Chinese Breakers,—,London,2014,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7900065,—,21645,29026,10RND90
roll on roll off with container capacity,144132,Spector,Dead,Comoros,11192,1981,15'+ dwt,22447,Single,—,32068,304,STX Finland OY - SEE NOW AS Arctech Helsinki Shipyard Incorporated,Helsinki,204.11,193.94,31.00,31.00,22.05,9.70,2.02,MAN Energy Solutions SE,MAN Energy Solutions SE,Indian Breakers,—,Moroni,1499,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7910656,—,10062,13493,14V52/55A
Roll On Roll Off,144140,King Marine 1,Live,Unknown,1565,1980,-5'dwt,1400,Single,—,4506,141,Astilleros de Murueta S.A.,Guernica,88.22,78.69,15.68,15.50,8.72,3.76,4.96,Hijos de J. Barreras S.A.,Deutz AG,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Blue Nile Shipping SA,Honduras,Wadi Al-Neel Clearing & Forwarding Company LLC,United Arab Emirates,—,—,—,—,Wadi Al-Neel Clearing & Forwarding Company LLC,United Arab Emirates,—,—,—,—,7905560,—,1939,2600,RBV8M358
roll on roll off with container capacity,14425,Preslav,Dead,Bulgaria,3262,1970,5'-10'dwt,5864,Single,—,8170,—,—,Norway,130.00,121.62,19.64,19.64,13.01,5.90,7.11,Pielstick (Blohm & Voss) Semt,Semt Pielstick SA,Navibulgar.,—,—,186,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7024110,—,2983,4000,PIELSTICK DIESEL
roll on roll off with container capacity,144305,Merdif 3,Dead,Jordan,2983,1981,5'-10'dwt,6680,Single,—,9944,485/02,Stocznia Gdansk Shipbuilding,Gdansk,133.00,126.75,20.81,20.81,14.18,7.08,7.10,Zaklady Urzadzen Technicznych Zgoda,Sulzer Turbomachinery Services,Indian Breakers,—,—,301,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7826336,—,2908,3900,6ZL40/48
Roll On Roll Off,144323,Tutong,Dead,Malaysia,500,1965,Unknown size,—,Single,—,991,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,6512378,—,222,298,UNKNOWN
roll on roll off with container capacity,144356,Haven,Dead,St. Kitts-Nevis,2528,1980,-5'dwt,4600,Single,—,8424,830,Severney Verf Shipbuilding (Northern Shipyard),St. Petersburg,140.10,127.40,19.22,19.22,13.10,6.62,0.20,Bryansk Engineering Work,B&W Diesel A/S,Bangladesh Breakers,—,Basseterre,242,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7946394,—,4549,6100,5DKRN62/140
Roll On Roll Off,14441718,Anji Ansheng,Live,Liberia,—,2025,15'+ dwt,19000,Single,5L0D2,87000,—,China Merchants Jinling Shipyard (Weihai) Company Limited,Yizheng,228.00,223.50,38.00,—,—,10.30,—,—,Unknown Engine Designer,SAIC Anji Logistics Company Limited,People's Republic of China,Monrovia,—,SAIC Motor Corporation Limited (SAIC),People's Republic of China,SAIC Anji Logistics Company Limited,People's Republic of China,Anji No 1 Shipping (Shanghai) Company Limited,People's Republic of China,SAIC Anji Logistics Company Limited,People's Republic of China,—,—,—,—,—,—,—,—,—,—,1021386,636023525,—,—,UNKNOWN
roll on roll off with container capacity,144426,USNS Shughart,Live,U.S.A.,18477,1980,15'+ dwt,53688,Single,NAOQ,61221,—,—,Odense,276.43,259.30,32.30,32.21,19.80,11.28,8.52,—,B&W Diesel A/S,Military Sealift Command,United States of America,Baltimore,3016,Government of The United States of America,United States of America,Military Sealift Command,United States of America,Military Sealift Command,United States of America,Military Sealift Command,United States of America,Patriot Contract Services LLC,United States of America,—,—,—,—,—,—,—,—,7825394,367822000,35048,47000,12L90GFCA
Roll On Roll Off,144656,Dundas,Live,Panama,151,1969,-5'dwt,344,Single,HO2080,365,17,NQEA Australia Proprietary Limited,Cairns,49.00,—,10.60,10.36,2.40,2.10,0.30,Caterpillar Incorporated,Caterpillar Incorporated,Wales Food Industries (S) Private Limited,Republic of Singapore,Panama,—,Wales Food Industries (S) Private Limited,Republic of Singapore,Wales Food Industries (S) Private Limited,Republic of Singapore,James Hunt Limited,Panama,Wales Food Industries (S) Private Limited,Republic of Singapore,—,—,—,—,—,—,—,—,—,—,6924234,—,264,354,3406
roll on roll off with container capacity,144743,Yano,Live,U.S.A.,18477,1980,15'+ dwt,26505,Double Side,NAQH,61221,7449,Odense Steel Shipyard Limited,Denmark,276.43,259.32,32.26,32.20,19.80,11.28,8.52,K/S Burmeister & Wain I,B&W Diesel A/S,Military Sealift Command,United States of America,—,3016,Government of The United States of America,United States of America,Military Sealift Command,United States of America,Military Sealift Command,United States of America,Military Sealift Command,United States of America,Patriot Contract Services LLC,United States of America,—,—,—,—,—,—,—,—,7825409,367821000,35048,47000,12L90GFCA
Roll On Roll Off,144761,Al Hoceima,Dead,Morocco,—,,Unknown size,—,Single,—,1575,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,,—,—,—,UNKNOWN
Roll On Roll Off,145027,Nebras 1,Dead,Sierra Leone,1490,1967,-5'dwt,643,Single,—,2432,322,Akitsu Dock K.K.,Hiroshima,83.00,76.72,6.85,6.85,10.70,3.85,6.85,The Hanshin Diesel Works Limited,The Hanshin Diesel Works Limited,Indian Breakers,—,Freetown,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,6816592,—,1119,1500,6LU35
Roll On Roll Off,145040,Man Sin,Live,Honduras,453,1965,-5'dwt,649,Single,HQMX8,749,439,Ujina Zosensho K.K.,Hiroshima,75.00,—,10.70,—,4.10,3.30,0.80,The Hanshin Diesel Works Limited,The Hanshin Diesel Works Limited,Everflow Holdings Private Limited,Honduras,San Lorenzo,—,Everflow Holdings Private Limited,Honduras,Everflow Holdings Private Limited,Honduras,Everflow Holdings Private Limited,Honduras,Everflow Holdings Private Limited,Honduras,—,—,—,—,—,—,—,—,—,—,6518918,—,858,1150,6LU32
Roll On Roll Off,145042,Sadong No.1,Live,Malaysia,343,1966,-5'dwt,713,Single,9WZX,683,460,Ujina Zosensho K.K.,Hiroshima,67.00,—,10.80,—,4.50,3.20,1.30,The Hanshin Diesel Works Limited,The Hanshin Diesel Works Limited,Perkapalan Sadong Sendirian Berhad,Malaysia,—,—,Perkapalan Sadong Sendirian Berhad,Malaysia,Perkapalan Sadong Sendirian Berhad,Malaysia,Perkapalan Sadong Sendirian Berhad,Malaysia,Perkapalan Sadong Sendirian Berhad,Malaysia,—,—,—,—,—,—,—,—,—,—,6704660,—,820,1100,Z6WS
Roll On Roll Off,145077,Oceanic I,Live,Honduras,186,1981,-5'dwt,720,Single,HQXM2,621,1464,James W. Cook & Company,Colchester,53.29,49.13,9.17,8.84,5.72,3.36,2.36,Mirrlees Blackstone Limited,Mirrlees Blackstone Limited,Oceanic Cargo Petrolium Company S de RL de CV,Honduras,Roatan Is.,—,Oceanic Cargo Petrolium Company S de RL de CV,Honduras,Oceanic Cargo Petrolium Company S de RL de CV,Honduras,Oceanic Cargo Petrolium Company S de RL de CV,Honduras,Oceanic Cargo Petrolium Company S de RL de CV,Honduras,—,—,—,—,Oceanic Cargo Petrolium Company S de RL de CV,Honduras,—,—,—,—,8003759,334624000,480,644,ESL6
roll on roll off with container capacity,1451,Cedar Cars,Dead,North Korea,76,1972,-5'dwt,4601,Double Bottom,—,1599,1377,Kroeger Werft GmbH & Company KG,Rendsburg,126.60,117.70,16.00,16.00,10.90,6.04,4.86,MAN Energy Solutions SE,MAN Energy Solutions SE,Indian Breakers,—,Wonsan,15,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7120419,—,3356,4500,10V52/74A
roll on roll off with container capacity,145314,Katya Zelenko,Dead,Ukraine,2539,1980,-5'dwt,4600,Double Bottom,—,8466,831,Severney Verf Shipbuilding (Northern Shipyard),St. Petersburg,140.10,127.60,19.23,19.20,13.10,6.62,6.48,Bryansk Engineering Work,B&W Diesel A/S,Indian Breakers,—,Mariupol,250,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7941203,—,4549,6100,5DKRN62/140
roll on roll off with container capacity,145323,Hoegh Tracer,Dead,Norway (Int. Register),10338,1981,10'-15'dwt,12969,Single,—,33236,1301,Kanasashi Shipbuilding Company Limited,Toyohashi,180.00,167.00,29.23,29.23,12.37,8.81,3.56,Mitsui Engineering & Shipbuilding Company Limited,B&W Diesel A/S,Chinese Breakers,—,Oslo,173,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7924841,—,8352,11200,6L67GFC
Roll On Roll Off,14533,Al-Karim,Dead,Belize,1476,1965,-5'dwt,3715,Double Bottom,—,2200,—,—,Sweden,80.00,73.79,13.50,13.50,8.00,6.53,1.47,Deutz MWM AG,Deutz MWM AG,Al Boghari,—,Belize City,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,6501070,—,1117,1498,MWM DIESEL
Roll On Roll Off,14540,Dilkara,Dead,U.K.,6875,1971,15'+ dwt,20651,Single,—,13151,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7107766,—,6443,8640,UNKNOWN
roll on roll off with container capacity,145615,Project Femco,Dead,Netherlands Antilles,4649,1981,10'-15'dwt,10434,Double Bottom,—,9019,2282,Schichau Unterweser AG,Bremerhaven,138.00,128.91,21.54,21.50,13.00,8.63,4.37,Fried. Krupp AG Hoesch-Krupp,Mak Motoren GmbH & Company KG,Indian Breakers,—,Willemstad,454,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,8012346,—,7456,9999,8M601AK
Roll On Roll Off,145673,Ada,Live,Sweden,151,1980,-5'dwt,700,Single,SFHA,773,146,FEAB Marstrandverken,Marstrand,78.00,—,15.00,—,3.20,2.40,0.80,SAAB-Scania A/B,SAAB-Scania A/B,Government of The Kingdom of Sweden,Sweden,—,—,Government of The Kingdom of Sweden,Sweden,Government of The Kingdom of Sweden,Sweden,Government of The Kingdom of Sweden,Sweden,Government of The Kingdom of Sweden,Sweden,—,—,—,—,—,—,—,—,—,—,7932018,265522210,492,660,DSI1440M
Roll On Roll Off,145717,Agia Marina,Live,Greece,290,1978,-5'dwt,750,Single,SX5375,789,1016,Alsa Shipyard,Piraeus,59.90,—,12.70,12.50,2.44,1.59,0.80,Kelvin Diesels PLC,Kelvin Diesels PLC,Dollyhio Shipping Company,Greece,Piraeus,—,Dollyhio Shipping Company,Greece,Dollyhio Shipping Company,Greece,Dollyhio Shipping Company,Greece,Dollyhio Shipping Company,Greece,—,—,—,—,Dollyhio Shipping Company,Greece,—,—,—,—,7710032,237042500,309,415,TASC8
roll on roll off with container capacity,145752,Starlite Ferry 5,Live,Philippines,208,1968,-5'dwt,569,Single,DUHC4,881,68,Naikai Zosen Shipbuilding Corporation,Innoshima,62.00,—,13.40,—,4.60,3.00,1.60,Daihatsu Diesel Manufacturing Company Limited,Daihatsu Diesel Manufacturing Company Limited,Starlite Ferries Incorporated,Philippines,—,40,Chelsea Logistics and Infrastructure Holdings Corporation,Philippines,Starlite Ferries Incorporated,Philippines,Starlite Ferries Incorporated,Philippines,Starlite Ferries Incorporated,Philippines,—,—,—,—,—,—,—,—,—,—,6829484,—,992,1330,8PSTM-30
roll on roll off with container capacity,146004,Hayat N.,Dead,Turkiye,2564,1982,5'-10'dwt,5273,Single,—,8547,400,Factorias Vulcano S.A.,Vigo,122.80,111.45,18.37,18.35,13.20,6.38,0.14,Empresa Nacional Bazan De Construcciones Naval,MAN Energy Solutions SE,Marmara N.D.,—,—,278,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7826685,—,3729,5000,8L40/54
Roll On Roll Off,146040,Kitsap,Live,U.S.A.,1755,1992,-5'dwt,1910,Single,WYR3421,2469,345,United Marine Shipbuilding,Seattle,96.77,—,23.98,23.98,7.01,4.72,2.29,General Electric Company,General Electric Company,Washington State Transport,United States of America,—,—,State of Washington,United States of America,Washington State Transport,United States of America,Washington State Ferries,United States of America,Washington State Ferries,United States of America,—,—,—,—,Washington State Ferries,United States of America,—,—,—,—,7808126,366772980,1864,2500,7FDM12
Roll On Roll Off,146041,Queen of Oak Bay,Live,Canada,4473,1981,-5'dwt,1099,Single,VG8234,6969,550,Versatile Pacific Shipyards Incorporated,Victoria(CAN),139.00,127.21,—,27.58,7.93,5.51,2.42,Fried. Krupp AG Hoesch-Krupp,Mak Motoren GmbH & Company KG,British Columbia Ferry Services Incorporated,Canada,Victoria,—,British Columbia Ferry Services Incorporated,Canada,British Columbia Ferry Services Incorporated,Canada,British Columbia Ferry Services Incorporated,Canada,British Columbia Ferry Services Incorporated,Canada,—,—,Xerox Canada Finance Incorporated,Canada,—,—,—,—,—,—,7902283,316001257,4422,5930,12M551AK
Roll On Roll Off,146043,Setra III,Live,Mexico,323,1985,-5'dwt,618,Single,—,1078,22,Astilleros de Marina,Tampico,60.00,—,15.60,—,3.00,1.80,1.20,—,Unknown Engine Designer,Government of Mexico,Mexico,—,—,Government of Mexico,Mexico,Government of Mexico,Mexico,"Secretaria de Communicaciones y Transportes Servicio de Transbordadores, Direccion General",Mexico,Government of Mexico,Mexico,—,—,—,—,—,—,—,—,—,—,7917185,—,272,365,8QTM
roll on roll off with container capacity,146073,G.T.S.Katie,Dead,St. Vincent & Grenadines,9778,1981,15'+ dwt,20075,Single,—,32596,—,—,U.S.S.R.,227.00,204.02,30.00,30.00,20.01,9.70,10.31,—,Unknown Engine Designer,Deep O.N.,—,Kingstown,1246,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7941655,—,37285,50000,UNKNOWN DIESEL
roll on roll off with container capacity,146256,Cape Orlando,Live,U.S.A.,10183,1981,-5'dwt,1,Single,WFPJ,33652,577,Kockums AB,Malmo,193.62,180.80,28.10,28.00,18.85,9.22,9.63,Zaklady Przemyslu Metalowego H. Cegielski S.A.,Sulzer Turbomachinery Services,Department of Transportation - Maritime Administration (MARAD),United States of America,Norfolk,1050,Government of The United States of America,United States of America,Department of Transportation - Maritime Administration (MARAD),United States of America,Department of Transportation - Maritime Administration (MARAD),United States of America,Patriot Contract Services LLC,United States of America,Patriot Contract Services LLC,United States of America,—,—,Patriot Contract Services LLC,United States of America,—,—,—,—,7909968,366773000,8054,10800,6RND68
roll on roll off with container capacity,146257,Eurocargo Europa,Dead,Malta,10183,1981,15'+ dwt,20731,Single,—,33652,578,Kockums AB,Malmo,193.62,180.80,28.02,28.00,18.85,9.20,9.65,Sulzer Mitsubishi,Sulzer Turbomachinery Services,Bangladesh Breakers,—,Valletta,1050,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7909970,—,7916,10615,6RND68M
roll on roll off with container capacity,146337,Noah's Ark,Live,Panama,497,1975,-5'dwt,872,Single,3FIU7,1890,375,Factorias Vulcano S.A.,Vigo,76.00,71.50,12.00,12.00,8.30,3.76,4.54,Caterpillar Incorporated,Caterpillar Incorporated,Unknown Owners,—,Panama,26,Unknown Owners,—,Unknown Owners,—,Seagull Shipping Line Incorporated,United States of America,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,7388217,351198000,839,1125,D399
Roll On Roll Off,146367,Danibe,Live,France,125,1980,-5'dwt,254,Single,FPRA,290,1251,Breheret Leroux & Lotz,Nantes,43.00,—,9.00,—,2.60,1.60,1.00,Caterpillar Incorporated,Caterpillar Incorporated,Societe Marie Galantaise de Transport Maritime (SOMATRAM),Guadeloupe,—,—,Societe Marie Galantaise de Transport Maritime (SOMATRAM),Guadeloupe,Societe Marie Galantaise de Transport Maritime (SOMATRAM),Guadeloupe,Societe Marie Galantaise de Transport Maritime (SOMATRAM),Guadeloupe,Societe Marie Galantaise de Transport Maritime (SOMATRAM),Guadeloupe,—,—,—,—,—,—,—,—,—,—,8139417,227003400,336,450,3412
roll on roll off with container capacity,146440,Diamond Land,Dead,Marshall Islands,11095,1981,15'+ dwt,27751,Double Bottom,—,21826,4374,Fincantieri-Cantieri Navali Italiani S.p.A. Monfalcone,Monfalcone,177.00,158.10,27.31,27.30,16.45,11.55,4.90,Bremer Vulkan Verbund Ag,B&W Diesel A/S,Indian Breakers,—,Majuro,1032,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7824687,—,13094,17560,7L67GB
roll on roll off with container capacity,146441,Green Cape,Dead,Marshall Islands,11095,1981,15'+ dwt,28052,Single,—,21826,4373,Fincantieri-Cantieri Navali Italiani S.p.A. Monfalcone,Monfalcone,177.00,158.10,27.30,27.30,16.45,11.55,4.90,Bremer Vulkan Verbund Ag,B&W Diesel A/S,Indian Breakers,—,Majuro,1032,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7824675,—,13094,17560,7L67GB
Roll On Roll Off,146465,Bezz 20,Dead,Malta,1051,1933,Unknown size,—,Single,—,1435,—,—,Netherlands,70.00,—,13.40,—,4.50,2.50,2.00,—,Unknown Engine Designer,Unknown Owners,—,Valletta,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7943598,—,336,450,UNKNOWN
